model,dataset,category,count,parsing_failed,f1_result,f1_provenance,f1_both
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep1,relf1,2_medium_join,2,0,1.0,1.0,1.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep1,relf1,3_has_aggr,8,2,0.0,0.14285714285714288,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep1,relf1,4_has_union,43,2,0.9166666666666666,0.9090909090909091,0.8641975308641975
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep1,relf1,5_has_all,22,2,0.7222222222222222,0.6666666666666667,0.6111111111111113
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,tpch,1_easy_no_join,4,0,1.0,1.0,1.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,tpch,2_medium_join,2,0,0.5333333333333333,0.37499999999999994,0.37499999999999994
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,tpch,3_has_aggr,8,0,0.0,0.5333333333333333,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,tpch,4_has_union,42,0,0.7368421052631577,0.7014925373134329,0.6119402985074627
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,tpch,5_has_all,20,0,0.8450704225352113,0.647887323943662,0.5633802816901409
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relstack,1_easy_no_join,5,0,1.0,0.888888888888889,0.888888888888889
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relstack,2_medium_join,2,0,0.3333333333333333,0.0,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relstack,3_has_aggr,7,2,0.0,0.358974358974359,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relstack,4_has_union,40,9,0.43846153846153846,0.5877862595419847,0.33587786259541985
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relstack,5_has_all,32,3,0.7878787878787877,0.7445255474452555,0.7007299270072994
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relf1,1_easy_no_join,4,0,1.0,1.0,1.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relf1,2_medium_join,2,0,0.0,0.5454545454545454,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relf1,3_has_aggr,8,2,0.0,0.36363636363636365,0.0
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relf1,4_has_union,43,0,0.8571428571428572,0.8755020080321285,0.776
ft/def/new_negatives/llama3_8b_sft_lora_chat_template_sql_ep2,relf1,5_has_all,22,0,0.7027027027027027,0.7297297297297298,0.5945945945945946
