backbone,model,category,count,f1_result,f1_provenance,f1_both,model_label,family,val,best_run_label,plot_label
gemma-7b_nl,ft/def/new_negatives/nl/gemma7b_sft_lora_chat_template_nl_ep1,3_has_aggr,23.0,0.0,0.8,0.0,SFT (NL) ep1,SFT,0.0,SFT (NL) ep1,gemma-7b_nl: best_SFT (SFT (NL) ep1)
gemma-7b_nl,ft/def/new_negatives/nl/gemma7b_sft_lora_chat_template_nl_ep1,4_has_union,125.0,0.12151898734177215,0.7281795511221945,0.11940298507462686,SFT (NL) ep1,SFT,0.12151898734177215,SFT (NL) ep1,gemma-7b_nl: best_SFT (SFT (NL) ep1)
gemma-7b_nl,ft/def/new_negatives/nl/gemma7b_sft_lora_chat_template_nl_ep2,5_has_all,74.0,0.16853932584269662,0.770949720670391,0.12222222222222222,SFT (NL) ep2,SFT,0.16853932584269662,SFT (NL) ep2,gemma-7b_nl: best_SFT (SFT (NL) ep2)
gemma-7b_sql,base/sql,1_easy_no_join,13.0,0.7368421052631579,0.9610389610389611,0.7012987012987013,Base (SQL),Base,0.7368421052631579,Base (SQL),gemma-7b_sql: Base
gemma-7b_sql,base/sql,2_medium_join,6.0,0.0909090909090909,0.0,0.0,Base (SQL),Base,0.0909090909090909,Base (SQL),gemma-7b_sql: Base
gemma-7b_sql,base/sql,3_has_aggr,23.0,0.0,0.7647058823529412,0.0,Base (SQL),Base,0.0,Base (SQL),gemma-7b_sql: Base
gemma-7b_sql,base/sql,4_has_union,125.0,0.6766917293233082,0.7429643527204504,0.57196261682243,Base (SQL),Base,0.6766917293233082,Base (SQL),gemma-7b_sql: Base
gemma-7b_sql,base/sql,5_has_all,74.0,0.5925925925925926,0.7132352941176471,0.43956043956043955,Base (SQL),Base,0.5925925925925926,Base (SQL),gemma-7b_sql: Base
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,1_easy_no_join,13.0,0.7368421052631579,0.9610389610389611,0.7012987012987013,DPO (SQL) ep1 SFT ep1,DPO,0.7368421052631579,DPO (SQL) ep1 SFT ep1,gemma-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_dpo_after_sft_ep2_sql_ep2_withbadformat_bcoloss,2_medium_join,6.0,0.22222222222222224,0.0,0.0,DPO (SQL) ep2 SFT ep2,DPO,0.22222222222222224,DPO (SQL) ep2 SFT ep2,gemma-7b_sql: best_DPO (DPO (SQL) ep2 SFT ep2)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,3_has_aggr,23.0,0.0,0.6976744186046512,0.0,DPO (SQL) ep1 SFT ep1,DPO,0.0,DPO (SQL) ep1 SFT ep1,gemma-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_dpo_after_sft_ep2_sql_ep2_withbadformat_bcoloss,4_has_union,125.0,0.624793388429752,0.778877887788779,0.5634266886326195,DPO (SQL) ep2 SFT ep2,DPO,0.624793388429752,DPO (SQL) ep2 SFT ep2,gemma-7b_sql: best_DPO (DPO (SQL) ep2 SFT ep2)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_dpo_after_sft_ep1_sql_ep2_withbadformat_bcoloss,5_has_all,74.0,0.5942028985507246,0.7536231884057971,0.4693140794223827,DPO (SQL) ep1 SFT ep2,DPO,0.5942028985507246,DPO (SQL) ep1 SFT ep2,gemma-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep2)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_sft_lora_chat_template_sql_ep2,1_easy_no_join,13.0,0.9333333333333333,0.9508196721311476,0.8852459016393444,SFT (SQL) ep2,SFT,0.9333333333333333,SFT (SQL) ep2,gemma-7b_sql: best_SFT (SFT (SQL) ep2)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_sft_lora_chat_template_sql_ep1,2_medium_join,6.0,0.25,0.0,0.0,SFT (SQL) ep1,SFT,0.25,SFT (SQL) ep1,gemma-7b_sql: best_SFT (SFT (SQL) ep1)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_sft_lora_chat_template_sql_ep1,3_has_aggr,23.0,0.0,0.8333333333333334,0.0,SFT (SQL) ep1,SFT,0.0,SFT (SQL) ep1,gemma-7b_sql: best_SFT (SFT (SQL) ep1)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_sft_lora_chat_template_sql_ep1,4_has_union,125.0,0.5036496350364964,0.7765567765567766,0.4565217391304348,SFT (SQL) ep1,SFT,0.5036496350364964,SFT (SQL) ep1,gemma-7b_sql: best_SFT (SFT (SQL) ep1)
gemma-7b_sql,ft/def/new_negatives/sql/gemma7b_sft_lora_chat_template_sql_ep1,5_has_all,74.0,0.6909090909090909,0.8867924528301887,0.6306306306306306,SFT (SQL) ep1,SFT,0.6909090909090909,SFT (SQL) ep1,gemma-7b_sql: best_SFT (SFT (SQL) ep1)
llama3-8b_nl,base/nl,1_easy_no_join,13.0,0.3013698630136986,0.9189189189189189,0.27027027027027023,Base (NL),Base,0.3013698630136986,Base (NL),llama3-8b_nl: Base
llama3-8b_nl,base/nl,2_medium_join,6.0,0.0,0.3703703703703704,0.0,Base (NL),Base,0.0,Base (NL),llama3-8b_nl: Base
llama3-8b_nl,base/nl,3_has_aggr,23.0,0.0,0.5454545454545454,0.0,Base (NL),Base,0.0,Base (NL),llama3-8b_nl: Base
llama3-8b_nl,base/nl,4_has_union,125.0,0.17004048582995954,0.6118598382749326,0.1320754716981132,Base (NL),Base,0.17004048582995954,Base (NL),llama3-8b_nl: Base
llama3-8b_nl,base/nl,5_has_all,74.0,0.2204724409448819,0.5076923076923077,0.13076923076923078,Base (NL),Base,0.2204724409448819,Base (NL),llama3-8b_nl: Base
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_dpo_after_sft_ep1_nl_ep2_withbadformat_bcoloss,1_easy_no_join,13.0,0.40540540540540543,0.9333333333333333,0.4,DPO (NL) ep1 SFT ep2,DPO,0.40540540540540543,DPO (NL) ep1 SFT ep2,llama3-8b_nl: best_DPO (DPO (NL) ep1 SFT ep2)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_dpo_after_sft_ep1_nl_ep2_withbadformat_bcoloss,2_medium_join,6.0,0.1,0.7499999999999999,0.25,DPO (NL) ep1 SFT ep2,DPO,0.1,DPO (NL) ep1 SFT ep2,llama3-8b_nl: best_DPO (DPO (NL) ep1 SFT ep2)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_dpo_after_sft_ep1_nl_ep1_withbadformat_bcoloss,3_has_aggr,23.0,0.0,0.5142857142857143,0.0,DPO (NL) ep1 SFT ep1,DPO,0.0,DPO (NL) ep1 SFT ep1,llama3-8b_nl: best_DPO (DPO (NL) ep1 SFT ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_dpo_after_sft_ep2_nl_ep1_withbadformat_bcoloss,4_has_union,125.0,0.2085048010973937,0.7619047619047619,0.19918144611186905,DPO (NL) ep2 SFT ep1,DPO,0.2085048010973937,DPO (NL) ep2 SFT ep1,llama3-8b_nl: best_DPO (DPO (NL) ep2 SFT ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_dpo_after_sft_ep2_nl_ep2_withbadformat_bcoloss,5_has_all,74.0,0.2047244094488189,0.7142857142857144,0.1811023622047244,DPO (NL) ep2 SFT ep2,DPO,0.2047244094488189,DPO (NL) ep2 SFT ep2,llama3-8b_nl: best_DPO (DPO (NL) ep2 SFT ep2)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_sft_lora_chat_template_nl_ep1,1_easy_no_join,13.0,0.32,0.9473684210526315,0.2894736842105264,SFT (NL) ep1,SFT,0.32,SFT (NL) ep1,llama3-8b_nl: best_SFT (SFT (NL) ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_sft_lora_chat_template_nl_ep1,2_medium_join,6.0,0.08333333333333334,0.30769230769230765,0.0,SFT (NL) ep1,SFT,0.08333333333333334,SFT (NL) ep1,llama3-8b_nl: best_SFT (SFT (NL) ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_sft_lora_chat_template_nl_ep1,3_has_aggr,23.0,0.0,0.6930693069306931,0.0,SFT (NL) ep1,SFT,0.0,SFT (NL) ep1,llama3-8b_nl: best_SFT (SFT (NL) ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_sft_lora_chat_template_nl_ep1,4_has_union,125.0,0.18057455540355677,0.6370757180156658,0.1504539559014267,SFT (NL) ep1,SFT,0.18057455540355677,SFT (NL) ep1,llama3-8b_nl: best_SFT (SFT (NL) ep1)
llama3-8b_nl,ft/new_negatives/nl/llama3_8b_sft_lora_chat_template_nl_ep1,5_has_all,74.0,0.22142857142857142,0.6308243727598566,0.12056737588652482,SFT (NL) ep1,SFT,0.22142857142857142,SFT (NL) ep1,llama3-8b_nl: best_SFT (SFT (NL) ep1)
llama3-8b_sql,base/sql,1_easy_no_join,13.0,0.9444444444444444,0.6756756756756757,0.6756756756756757,Base (SQL),Base,0.9444444444444444,Base (SQL),llama3-8b_sql: Base
llama3-8b_sql,base/sql,2_medium_join,6.0,0.7692307692307693,0.3571428571428571,0.14285714285714288,Base (SQL),Base,0.7692307692307693,Base (SQL),llama3-8b_sql: Base
llama3-8b_sql,base/sql,3_has_aggr,23.0,0.0,0.6,0.0,Base (SQL),Base,0.0,Base (SQL),llama3-8b_sql: Base
llama3-8b_sql,base/sql,4_has_union,125.0,0.7552631578947367,0.6509186351706037,0.5785340314136125,Base (SQL),Base,0.7552631578947367,Base (SQL),llama3-8b_sql: Base
llama3-8b_sql,base/sql,5_has_all,74.0,0.6613545816733067,0.546875,0.443579766536965,Base (SQL),Base,0.6613545816733067,Base (SQL),llama3-8b_sql: Base
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_dpo_after_sft_ep1_sql_ep2_withbadformat_bcoloss,1_easy_no_join,13.0,0.9736842105263158,0.9610389610389611,0.935064935064935,DPO (SQL) ep1 SFT ep2,DPO,0.9736842105263158,DPO (SQL) ep1 SFT ep2,llama3-8b_sql: best_DPO (DPO (SQL) ep1 SFT ep2)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_dpo_after_sft_ep1_sql_ep2_withbadformat_bcoloss,2_medium_join,6.0,0.9600000000000001,0.5128205128205129,0.4878048780487804,DPO (SQL) ep1 SFT ep2,DPO,0.9600000000000001,DPO (SQL) ep1 SFT ep2,llama3-8b_sql: best_DPO (DPO (SQL) ep1 SFT ep2)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,3_has_aggr,23.0,0.0,0.823529411764706,0.0,DPO (SQL) ep1 SFT ep1,DPO,0.0,DPO (SQL) ep1 SFT ep1,llama3-8b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,4_has_union,125.0,0.739652870493992,0.7336122733612274,0.6382978723404256,DPO (SQL) ep1 SFT ep1,DPO,0.739652870493992,DPO (SQL) ep1 SFT ep1,llama3-8b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,5_has_all,74.0,0.6490566037735849,0.6640624999999999,0.47940074906367036,DPO (SQL) ep1 SFT ep1,DPO,0.6490566037735849,DPO (SQL) ep1 SFT ep1,llama3-8b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_sft_lora_chat_template_sql_ep2,1_easy_no_join,13.0,1.0,0.9610389610389611,0.9610389610389611,SFT (SQL) ep2,SFT,1.0,SFT (SQL) ep2,llama3-8b_sql: best_SFT (SFT (SQL) ep2)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_sft_lora_chat_template_sql_ep1,2_medium_join,6.0,0.5517241379310344,0.43750000000000006,0.375,SFT (SQL) ep1,SFT,0.5517241379310344,SFT (SQL) ep1,llama3-8b_sql: best_SFT (SFT (SQL) ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_sft_lora_chat_template_sql_ep1,3_has_aggr,23.0,0.0,0.3300970873786408,0.0,SFT (SQL) ep1,SFT,0.0,SFT (SQL) ep1,llama3-8b_sql: best_SFT (SFT (SQL) ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_sft_lora_chat_template_sql_ep1,4_has_union,125.0,0.718274111675127,0.6904458598726115,0.5952080706179067,SFT (SQL) ep1,SFT,0.718274111675127,SFT (SQL) ep1,llama3-8b_sql: best_SFT (SFT (SQL) ep1)
llama3-8b_sql,ft/new_negatives/sql/llama3_8b_sft_lora_chat_template_sql_ep2,5_has_all,74.0,0.7797833935018051,0.7163120567375887,0.6382978723404255,SFT (SQL) ep2,SFT,0.7797833935018051,SFT (SQL) ep2,llama3-8b_sql: best_SFT (SFT (SQL) ep2)
qwen2.5-7b_nl,base/nl,1_easy_no_join,13.0,0.732394366197183,0.8,0.611111111111111,Base (NL),Base,0.732394366197183,Base (NL),qwen2.5-7b_nl: Base
qwen2.5-7b_nl,base/nl,2_medium_join,6.0,0.1,0.27272727272727276,0.0,Base (NL),Base,0.1,Base (NL),qwen2.5-7b_nl: Base
qwen2.5-7b_nl,base/nl,3_has_aggr,23.0,0.0,0.4266666666666667,0.0,Base (NL),Base,0.0,Base (NL),qwen2.5-7b_nl: Base
qwen2.5-7b_nl,base/nl,4_has_union,125.0,0.21654135338345865,0.415748031496063,0.1263157894736842,Base (NL),Base,0.21654135338345865,Base (NL),qwen2.5-7b_nl: Base
qwen2.5-7b_nl,base/nl,5_has_all,74.0,0.17258883248730966,0.3061224489795918,0.14213197969543145,Base (NL),Base,0.17258883248730966,Base (NL),qwen2.5-7b_nl: Base
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_dpo_after_sft_ep1_nl_ep1_withbadformat_bcoloss,1_easy_no_join,13.0,0.6376811594202899,0.8695652173913043,0.5428571428571428,DPO (NL) ep1 SFT ep1,DPO,0.6376811594202899,DPO (NL) ep1 SFT ep1,qwen2.5-7b_nl: best_DPO (DPO (NL) ep1 SFT ep1)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_dpo_after_sft_ep1_nl_ep1_withbadformat_bcoloss,2_medium_join,6.0,0.2,0.16666666666666666,0.0,DPO (NL) ep1 SFT ep1,DPO,0.2,DPO (NL) ep1 SFT ep1,qwen2.5-7b_nl: best_DPO (DPO (NL) ep1 SFT ep1)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_dpo_after_sft_ep1_nl_ep1_withbadformat_bcoloss,3_has_aggr,23.0,0.0,0.5,0.0,DPO (NL) ep1 SFT ep1,DPO,0.0,DPO (NL) ep1 SFT ep1,qwen2.5-7b_nl: best_DPO (DPO (NL) ep1 SFT ep1)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_dpo_after_sft_ep1_nl_ep2_withbadformat_bcoloss,4_has_union,125.0,0.23510971786833854,0.7925117004680187,0.22776911076443054,DPO (NL) ep1 SFT ep2,DPO,0.23510971786833854,DPO (NL) ep1 SFT ep2,qwen2.5-7b_nl: best_DPO (DPO (NL) ep1 SFT ep2)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_dpo_after_sft_ep2_nl_ep2_withbadformat_bcoloss,5_has_all,74.0,0.2833333333333334,0.7333333333333334,0.25,DPO (NL) ep2 SFT ep2,DPO,0.2833333333333334,DPO (NL) ep2 SFT ep2,qwen2.5-7b_nl: best_DPO (DPO (NL) ep2 SFT ep2)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_sft_lora_chat_template_nl_ep2,1_easy_no_join,13.0,0.7142857142857143,0.6956521739130435,0.5915492957746479,SFT (NL) ep2,SFT,0.7142857142857143,SFT (NL) ep2,qwen2.5-7b_nl: best_SFT (SFT (NL) ep2)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_sft_lora_chat_template_nl_ep2,2_medium_join,6.0,0.10526315789473684,0.09523809523809522,0.0,SFT (NL) ep2,SFT,0.10526315789473684,SFT (NL) ep2,qwen2.5-7b_nl: best_SFT (SFT (NL) ep2)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_sft_lora_chat_template_nl_ep1,3_has_aggr,23.0,0.0,0.41558441558441556,0.0,SFT (NL) ep1,SFT,0.0,SFT (NL) ep1,qwen2.5-7b_nl: best_SFT (SFT (NL) ep1)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_sft_lora_chat_template_nl_ep1,4_has_union,125.0,0.25685425685425683,0.4789156626506024,0.18181818181818182,SFT (NL) ep1,SFT,0.25685425685425683,SFT (NL) ep1,qwen2.5-7b_nl: best_SFT (SFT (NL) ep1)
qwen2.5-7b_nl,ft/def/new_negatives/nl/qwen2.5_sft_lora_chat_template_nl_ep2,5_has_all,74.0,0.1896551724137931,0.47826086956521735,0.13793103448275862,SFT (NL) ep2,SFT,0.1896551724137931,SFT (NL) ep2,qwen2.5-7b_nl: best_SFT (SFT (NL) ep2)
qwen2.5-7b_sql,base/sql,1_easy_no_join,13.0,0.48387096774193544,0.5901639344262295,0.25,Base (SQL),Base,0.48387096774193544,Base (SQL),qwen2.5-7b_sql: Base
qwen2.5-7b_sql,base/sql,2_medium_join,6.0,0.2,0.09090909090909091,0.09090909090909091,Base (SQL),Base,0.2,Base (SQL),qwen2.5-7b_sql: Base
qwen2.5-7b_sql,base/sql,3_has_aggr,23.0,0.0,0.36363636363636365,0.0,Base (SQL),Base,0.0,Base (SQL),qwen2.5-7b_sql: Base
qwen2.5-7b_sql,base/sql,4_has_union,125.0,0.7044776119402986,0.4334470989761092,0.32344213649851633,Base (SQL),Base,0.7044776119402986,Base (SQL),qwen2.5-7b_sql: Base
qwen2.5-7b_sql,base/sql,5_has_all,74.0,0.34375,0.21875,0.16666666666666666,Base (SQL),Base,0.34375,Base (SQL),qwen2.5-7b_sql: Base
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_dpo_after_sft_ep1_sql_ep2_withbadformat_bcoloss,1_easy_no_join,13.0,0.9599999999999999,0.9473684210526315,0.9210526315789475,DPO (SQL) ep1 SFT ep2,DPO,0.9599999999999999,DPO (SQL) ep1 SFT ep2,qwen2.5-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep2)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_dpo_after_sft_ep2_sql_ep2_withbadformat_bcoloss,2_medium_join,6.0,0.5714285714285714,0.3478260869565218,0.3478260869565218,DPO (SQL) ep2 SFT ep2,DPO,0.5714285714285714,DPO (SQL) ep2 SFT ep2,qwen2.5-7b_sql: best_DPO (DPO (SQL) ep2 SFT ep2)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_dpo_after_sft_ep1_sql_ep1_withbadformat_bcoloss,3_has_aggr,23.0,0.0,0.4166666666666667,0.0,DPO (SQL) ep1 SFT ep1,DPO,0.0,DPO (SQL) ep1 SFT ep1,qwen2.5-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep1)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_dpo_after_sft_ep1_sql_ep2_withbadformat_bcoloss,4_has_union,125.0,0.7547169811320755,0.8301886792452831,0.6859623733719248,DPO (SQL) ep1 SFT ep2,DPO,0.7547169811320755,DPO (SQL) ep1 SFT ep2,qwen2.5-7b_sql: best_DPO (DPO (SQL) ep1 SFT ep2)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_dpo_after_sft_ep2_sql_ep2_withbadformat_bcoloss,5_has_all,74.0,0.7000000000000001,0.7873303167420815,0.6696832579185521,DPO (SQL) ep2 SFT ep2,DPO,0.7000000000000001,DPO (SQL) ep2 SFT ep2,qwen2.5-7b_sql: best_DPO (DPO (SQL) ep2 SFT ep2)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_sft_lora_chat_template_sql_ep1,1_easy_no_join,13.0,0.6031746031746031,0.6562499999999999,0.53125,SFT (SQL) ep1,SFT,0.6031746031746031,SFT (SQL) ep1,qwen2.5-7b_sql: best_SFT (SFT (SQL) ep1)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_sft_lora_chat_template_sql_ep1,2_medium_join,6.0,0.4761904761904762,0.08695652173913045,0.08695652173913045,SFT (SQL) ep1,SFT,0.4761904761904762,SFT (SQL) ep1,qwen2.5-7b_sql: best_SFT (SFT (SQL) ep1)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_sft_lora_chat_template_sql_ep1,3_has_aggr,23.0,0.0,0.3235294117647059,0.0,SFT (SQL) ep1,SFT,0.0,SFT (SQL) ep1,qwen2.5-7b_sql: best_SFT (SFT (SQL) ep1)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_sft_lora_chat_template_sql_ep1,4_has_union,125.0,0.7439759036144579,0.6012861736334405,0.5074626865671641,SFT (SQL) ep1,SFT,0.7439759036144579,SFT (SQL) ep1,qwen2.5-7b_sql: best_SFT (SFT (SQL) ep1)
qwen2.5-7b_sql,ft/def/new_negatives/sql/qwen2.5_sft_lora_chat_template_sql_ep2,5_has_all,74.0,0.5482233502538072,0.3756345177664974,0.3248730964467005,SFT (SQL) ep2,SFT,0.5482233502538072,SFT (SQL) ep2,qwen2.5-7b_sql: best_SFT (SFT (SQL) ep2)
